relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
22159382@1_26-22159382@1_7,22159382@1,Pocholo Ramirez-Rosario Ram,,0.376,"{Pocholo,Ramirez,Jos,``,Pocholo,'',del,Rosario,Ram,rez,de,Arellano,-LRB-,January,19,"","",1933,March,18,"","",2009,-RRB-,"","",better,known,as,Pocholo,Ramirez,"","",was,a,Filipino,race,car,driver,and,television,host,.}",26,2,7,2,2,"{num_words_between_bucket=2,""INV_BETW_D_[prep_as know vmod Pocholo dep Arellano nn]"",""INV_BETW_[prep_as know vmod Pocholo dep Arellano nn]"",""INV_BETW_L_[prep_as vmod dep nn]""}","{-0.104993,0,0,0}"
24217091@4_0-24217091@4_13,24217091@4,James Johnston Navagh-Catherine Navagh,,0.824,"{James,Johnston,Navagh,was,born,in,Buffalo,"","",New,York,to,George,and,Catherine,Navagh,.}",0,3,13,2,2,"{people_between_bucket=1,dep_path_length>5,""BETW_L_[nsubjpass prep_in prep_to conj_and]"",num_words_between_bucket=2,""BETW_[nsubjpass bear prep_in Buffalo prep_to George conj_and]"",""BETW_D_[nsubjpass bear prep_in Buffalo prep_to George conj_and]""}","{1.18556,0.845584,0.81987,-0.104993,0,0}"
285836@26_0-285836@26_16,285836@26,Zach Gowen-McMahon,,0.682,"{Gowen,'s,partnership,with,Mr.,America,put,him,on,bad,terms,with,Mr.,McMahon,"","",as,McMahon,was,convinced,Mr.,America,was,Hulk,Hogan,in,disguise,.}",0,1,16,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[poss nsubj dep nsubjpass]as"",""BETW_D_[poss partnership nsubj put dep convince nsubjpass]as"",""BETW_[poss partnership nsubj put dep convince nsubjpass]as""}","{1.97439,0.845584,-0.104993,0,0,0}"
5965312@37_2-5965312@37_16,5965312@37,Tamara Geva-George Bernard Shaw,,0.472,"{In,1953,Geva,played,the,character,of,a,sarcastic,acrobat,in,a,New,York,revival,of,George,Bernard,Shaw,'s,``,Misalliance,'',.}",2,1,16,3,3,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[play],num_words_between_bucket=2,NGRAM_1_[character],""BETW_L_[nsubj prep_in prep_of poss]of""}","{0.845584,0.4248,-0.404552,-0.104993,-0.0439641,-0.0348069}"
6906887@16_7-6906887@16_1,6906887@16,B. W. Stevenson-Jan Reid,,0.184,"{Author,Jan,Reid,devotes,a,chapter,to,Stevenson,in,his,book,``,The,Improbable,Rise,of,Redneck,Rock,'',"","",dubbing,him,``,The,Voice,'',.}",7,1,1,2,2,"{num_words_between_bucket=0,""INV_BETW_L_[prep_to dobj nsubj]"",""INV_BETW_D_[prep_to chapter dobj devote nsubj]"",""INV_BETW_[prep_to chapter dobj devote nsubj]""}","{0.0050051,0.00383911,0,0}"
4831833@50_6-4831833@50_19,4831833@50,Martin Atkinson-Ferguson,,0.324,"{It,was,not,the,first,time,Atkinson,came,under,scrutiny,after,officiating,this,fixture,;,in,the,previous,season,Ferguson,criticised,him,for,awarding,Chelsea,a,free-kick,"","",from,which,captain,John,Terry,scored,the,only,goal,of,the,game,.}",6,1,19,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[season],NGRAM_1_[come],num_words_between_bucket=2,NGRAM_1_[previous]}","{0.845584,0.4248,-0.377833,-0.160822,-0.104993,-0.0329859}"
2234586@90_0-2234586@90_18,2234586@90,Bobby Lashley-Mick Foley,,0.474,"{Lashley,entered,the,ring,and,hugged,Angle,while,the,rest,of,the,Mafia,held,a,beaten,and,battered,Mick,Foley,upright,.}",0,1,18,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[hold],num_words_between_bucket=2,NGRAM_1_[enter],NGRAM_1_[ring]}","{0.845584,0.4248,-0.197108,-0.104993,0.0265571,0.0155497}"
36462340@1_0-36462340@1_6,36462340@1,Suso (footballer)-Joaqu,,0.398,"{Suso,-LRB-,footballer,-RRB-,Jes,s,Joaqu,n,Fern,ndez,S,enz,de,la,Torre,-LRB-,born,19,November,1993,-RRB-,"","",known,as,Suso,"","",is,a,Spanish,professional,footballer,who,plays,for,Italian,club,Milan,as,an,attacking,midfielder,.}",0,1,6,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[s],NGRAM_1_[footballer],num_words_between_bucket=1,""BETW_L_[nsubj ccomp nsubj dep nn]""}","{0.845584,0.4248,-0.341087,0.113187,-0.109778,-0.0905846}"
15856750@23_21-15856750@23_7,15856750@23,Johannes Conrad-Simon N. Patten,,0.25,"{The,Americans,"","",Richard,T.,Ely,"","",Simon,N.,Patten,"","",Edmund,J.,James,"","",and,Joseph,F.,Johnson,studied,under,Conrad,at,Halle,in,the,late,1870s,"","",thus,profoundly,influencing,the,Harvard,University,Department,of,Economics,.}",21,1,7,3,3,"{num_words_between_bucket=2,""INV_BETW_D_[prep_under study vmod Johnson conj_and Americans conj_and Ely appos]"",""INV_BETW_[prep_under study vmod Johnson conj_and Americans conj_and Ely appos]"",""INV_BETW_L_[prep_under vmod conj_and conj_and appos]""}","{-0.104993,0,0,0}"
15656746@8_14-15656746@8_24,15656746@8,Julio Ángel Fernández-Gerard Kuiper,,0.302,"{Many,astronomers,"","",including,David,Jewitt,"","",who,discovered,the,belt,"","",believe,that,Fern,ndez,deserves,more,credit,than,anyone,else,"","",including,Gerard,Kuiper,"","",for,predicting,its,existence,.}",14,1,24,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[include],NGRAM_1_[ndez],num_words_between_bucket=1,NGRAM_1_[anyone]}","{0.845584,0.4248,-0.262185,-0.207352,-0.109778,-0.0479612}"
3782389@287_4-3782389@287_6,3782389@287,George Robey-Shakespeare,,0.192,"{According,to,Wilson,"","",Robey,revered,Shakespeare,and,had,an,``,excellent,reading,knowledge,of,the,Bard,'',even,though,the,comedian,had,never,seen,a,Shakespeare,play,.}",4,1,6,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",num_words_between_bucket=0,WORD_SEQ_[revered],""BETW_D_[nsubj revere dobj]"",""BETW_[nsubj revere dobj]""}","{0.4248,-0.273492,0.0050051,0,0,0}"
51307@206_33-51307@206_5,51307@206,Miklós Horthy-Pius XII,,0.162,"{World,leaders,"","",including,Pope,Pius,XII,-LRB-,25,June,-RRB-,"","",President,Franklin,D.,Roosevelt,on,26,June,"","",and,King,Gustaf,V,of,Sweden,on,30,June,"","",subsequently,pleaded,with,Horthy,to,use,his,influence,to,stop,the,deportations,.}",33,1,5,2,2,"{num_words_between_bucket=3,""INV_BETW_[nsubj use prepc_with plead nsubj leader prep_including]"",""INV_BETW_L_[nsubj prepc_with nsubj prep_including]"",""INV_BETW_D_[nsubj use prepc_with plead nsubj leader prep_including]""}","{-0.728149,0,0,0}"
27822809@10_30-27822809@10_12,27822809@10,Sebő Vukovics-J nos Damjanich,,0.224,"{After,the,1848,Revolution,"","",the,Hungarian,commander,of,Serbian,nationality,General,J,nos,Damjanich,"","",with,a,dozen,other,high-ranking,officers,"","",was,hanged,by,the,Austrians,"","",and,Vukovics,"","",rightfully,"","",feared,for,his,life,.}",30,1,12,3,3,"{num_words_between_bucket=2,""INV_BETW_L_[conj_and agent nsubjpass]"",""INV_BETW_D_[conj_and Austrians agent hang nsubjpass]"",""INV_BETW_[conj_and Austrians agent hang nsubjpass]""}","{-0.104993,-0.0129974,0,0}"
690897@20_0-690897@20_5,690897@20,Richard Diebenkorn-Henry Villierme,,0.278,"{Diebenkorn,"","",Elmer,Bischoff,"","",Henry,Villierme,"","",David,Park,"","",James,Weeks,and,others,participated,in,a,renaissance,of,figurative,painting,"","",dubbed,the,Bay,Area,Figurative,Movement,.}",0,1,5,2,2,"{people_between_bucket=2,BETW_D_[appos],BETW_[appos],BETW_L_[appos],num_words_between_bucket=0}","{1.97439,-0.564381,-0.56438,-0.564318,0.0050051}"
11570182@161_0-11570182@161_9,11570182@161,Dummy Taylor-Darryl Brock,,0.538,"{Taylor,is,used,as,the,narrator,and,hero,of,Darryl,Brock,'s,fictional,account,of,his,later,life,"","",``,Havana,Heat,'',.}",0,1,9,2,2,"{dep_path_length>5,people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[hero],NGRAM_1_[use],NGRAM_1_[narrator]}","{0.845584,0.4248,-0.109778,0.0529175,-0.0115863,-0.00629271}"
351587@229_3-351587@229_1,351587@229,Peggy Mitchell-Frank,,0.194,"{Together,Frank,and,Peggy,ran,The,Queen,Victoria,"","",and,were,involved,in,various,family,and,business,crises,"","",including,a,``,tug-of-war,'',for,their,public,house,with,``,cuckoo-in-the-nest,'',Dan,Sullivan,-LRB-,Craig,Fairbrass,-RRB-,.}",3,1,1,1,1,"{INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_BETW_D_[conj_and],num_words_between_bucket=0}","{0.274474,0.274473,0.273159,0.0050051}"
5506018@88_0-5506018@88_11,5506018@88,Raymond Aubrac-Catherine,,0.63,"{Aubrac,was,survived,by,three,children,-LRB-,son,Jean-Pierre,"","",daughters,Catherine,and,lisabeth,-RRB-,"","",ten,grandchildren,and,numerous,great-grandchildren,.}",0,1,11,1,1,"{people_between_bucket=1,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubjpass agent dep conj_and]"",""BETW_D_[nsubjpass survive agent child dep Jean-Pierre conj_and]"",""BETW_[nsubjpass survive agent child dep Jean-Pierre conj_and]""}","{1.18556,0.845584,-0.104993,0.0330193,0,0}"
761307@28_0-761307@28_11,761307@28,Thomas Lipton-James Taylor,,0.15,"{Lipton,visited,Sri,Lanka,in,1890,and,made,business,deals,with,James,Taylor,"","",who,introduced,tea,gardens,to,Sri,Lanka,-LRB-,Ceylon,-RRB-,with,Tamil,workers,from,India,.}",0,1,11,2,2,"{people_between_bucket=0,NGRAM_1_[make],""BETW_L_[nsubj conj_and prep_with]"",num_words_between_bucket=2,NGRAM_1_[deal],NGRAM_1_[visit]}","{0.4248,-0.272912,-0.130678,-0.104993,-0.0984753,-0.0525366}"
16307749@5_0-16307749@5_7,16307749@5,Daniel Sackheim-William Sackheim,t,0.996,"{Daniel,Sackheim,is,the,son,of,screenwriter,William,Sackheim,and,his,wife,JoAnne,.}",0,2,7,2,2,"{NGRAM_1_[son],""BETW_L_[nsubj prep_of]"",""BETW_D_[nsubj son prep_of]"",""BETW_[nsubj son prep_of]"",people_between_bucket=0,num_words_between_bucket=1}","{2.25699,0.778384,0.589165,0.585639,0.4248,-0.109778}"
40617800@8_2-40617800@8_16,40617800@8,"Thomas Pope, 2nd Earl of Downe-Sherborne",,0.538,"{The,young,Earl,was,brought,up,at,the,house,of,his,guardian,"","",John,Dutton,of,Sherborne,.}",2,1,16,1,1,"{people_between_bucket=2,""BETW_L_[nsubjpass dep prep_of]"",num_words_between_bucket=2,""BETW_[nsubjpass bring dep Dutton prep_of]"",""BETW_D_[nsubjpass bring dep Dutton prep_of]""}","{1.97439,0.610834,-0.104993,0,0}"
3230540@28_29-3230540@28_24,3230540@28,Martin Gerber-Bryan Murray,,0.224,"{However,"","",after,the,team,suffered,a,rapid,decline,in,the,standings,and,head,coach,John,Paddock,was,fired,and,replaced,by,general,manager,Bryan,Murray,"","",Murray,declared,Gerber,as,the,starting,goaltender,for,the,remainder,of,the,season,.}",29,1,24,2,2,"{num_words_between_bucket=0,""INV_BETW_L_[dobj vmod appos]"",""INV_BETW_D_[dobj declare vmod Murray appos]"",""INV_BETW_[dobj declare vmod Murray appos]""}","{0.0050051,0,0,0}"
1195441@58_0-1195441@58_18,1195441@58,David Wright-Julio Franco,,0.522,"{Wright,participated,in,the,2006,Major,League,Baseball,Japan,All-Star,Series,along,with,fellow,teammates,Jos,Reyes,"","",Julio,Franco,"","",and,John,Maine,.}",0,1,18,2,2,"{people_between_bucket=2,num_words_between_bucket=2,""BETW_L_[nsubj pobj appos]"",""BETW_[nsubj participate pobj Reyes appos]"",""BETW_D_[nsubj participate pobj Reyes appos]""}","{1.97439,-0.104993,-0.0493125,0,0}"
2470273@11_29-2470273@11_10,2470273@11,Nathaniel Lucas-Sarah,,0.298,"{Nathaniel,and,Olivia,had,thirteen,children,"","",although,twins,-LRB-,Sarah,and,Mary,-RRB-,were,killed,at,two,years,old,when,a,large,Norfolk,Island,Pine,fell,on,the,Lucas,house,.}",29,1,10,1,1,"{num_words_between_bucket=2,""INV_BETW_L_[nn prep_on advcl nsubjpass appos]"",""INV_BETW_[nn house prep_on fall advcl kill nsubjpass twin appos]"",""INV_BETW_D_[nn house prep_on fall advcl kill nsubjpass twin appos]""}","{-0.104993,0,0,0}"
3652699@1_0-3652699@1_28,3652699@1,Sean O'Dwyer-Edward,,0.654,"{Sean,O'Dwyer,Lieutenant-Colonel,Sean,Gillespie,O'Dwyer,"","",CVO,DL,was,Private,Secretary,and,Equerry,to,the,Duke,of,York,1987-1990,and,Private,Secretary,and,Equerry,to,the,Prince,Edward,"","",Earl,of,Wessex,from,1987,to,2001,.}",0,2,28,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nn O'Dwyer nsubj Secretary prep_to Duke prep_to]"",""BETW_L_[nn nsubj prep_to prep_to]"",""BETW_D_[nn O'Dwyer nsubj Secretary prep_to Duke prep_to]""}","{1.97439,0.845584,-0.728149,0,0,0}"
44962107@111_3-44962107@111_16,44962107@111,Irataba-Joseph R. Walker,,0.438,"{In,1862,"","",Irataba,acted,as,a,guide,for,the,Walker,Party,Exploration,"","",led,by,Joseph,R.,Walker,and,including,Jack,Swilling,"","",who,would,later,found,Phoenix,"","",Arizona,.}",3,1,16,3,3,"{dep_path_length>5,people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[act],NGRAM_1_[lead],NGRAM_1_[guide]}","{0.845584,0.4248,-0.104993,-0.0829365,-0.0348694,0.00744965}"
18780713@4_10-18780713@4_5,18780713@4,Jackson Niyomugabo-Jackson,f,0.476,"{His,father,died,early,in,Jackson,'s,life,"","",and,Jackson,found,strength,from,his,mother,who,farms,the,family,'s,small,plot,of,land,in,the,mountains,above,Lake,Kivu,.}",10,1,5,1,1,"{num_words_between_bucket=0,""INV_BETW_L_[nsubj conj_and advmod prep_in poss]and"",""INV_BETW_D_[nsubj find conj_and die advmod early prep_in life poss]and"",""INV_BETW_[nsubj find conj_and die advmod early prep_in life poss]and""}","{0.0050051,0,0,0}"
2013972@47_18-2013972@47_13,2013972@47,James Gomez-Low Thia Khiang,,0.266,"{On,the,eve,of,polling,day,"","",the,Workers,',Party,leader,"","",Low,Thia,Khiang,"","",backed,Gomez,and,stated,that,``,the,incident,was,merely,an,unintentional,omission,"","",a,mistake,made,while,busy,'',.}",18,1,13,3,3,"{""INV_BETW_L_[dobj nsubj appos]"",num_words_between_bucket=0,""INV_BETW_[dobj back nsubj leader appos]"",""INV_BETW_D_[dobj back nsubj leader appos]""}","{0.102355,0.0050051,0,0}"
22192471@122_15-22192471@122_7,22192471@122,Heriberto Lazcano Lazcano-Miguel Trevi,,0.254,"{Their,reasoning,lies,on,the,fact,that,Miguel,Trevi,o,Morales,``,naturally,'',succeeded,Lazcano,and,lead,Los,Zetas,.}",15,1,7,2,2,"{num_words_between_bucket=1,""INV_BETW_L_[dobj nsubj nn]"",""INV_BETW_D_[dobj succeed nsubj Morales nn]"",""INV_BETW_[dobj succeed nsubj Morales nn]""}","{-0.109778,-0.025959,0,0}"
33910364@21_0-33910364@21_20,33910364@21,Daidō Kenji-Katayama,,0.504,"{Daid,was,the,third,wrestler,from,Senshu,University,to,achieve,``,sekitori,'',status,"","",following,already,retired,Musoyama,and,Katayama,"","",the,latter,of,whom,was,also,from,the,same,stable,.}",0,1,20,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[third],NGRAM_1_[already],NGRAM_1_[follow],NGRAM_1_[retire]}","{0.845584,0.4248,-0.239716,0.218411,-0.167395,-0.110268}"
9602525@15_4-9602525@15_13,9602525@15,Keith Colwell-Percy Paris,,0.212,"{In,May,2013,"","",Colwell,was,allegedly,the,victim,of,an,assault,by,Percy,Paris,"","",a,fellow,member,of,the,Legislative,Assembly,of,Nova,Scotia,.}",4,1,13,2,2,"{people_between_bucket=0,""BETW_L_[nsubj prep_of prep_by]"",NGRAM_1_[assault],num_words_between_bucket=1,NGRAM_1_[victim],NGRAM_1_[allegedly]}","{0.4248,0.180357,-0.127588,-0.109778,-0.0378242,-0.0189422}"
11459297@24_0-11459297@24_29,11459297@24,Maurice Wertheim-Manet,,0.544,"{Wertheim,amassed,a,notable,collection,of,Impressionist,and,Post-Impressionist,works,that,contained,many,famous,masterpieces,"","",including,paintings,and,sculptures,by,Paul,C,zanne,"","",Edgar,Degas,"","",douard,Manet,"","",Henri,Matisse,"","",Pablo,Picasso,"","",and,Vincent,van,Gogh,.}",0,1,29,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj dobj prep_of rcmod dobj conj_and pobj conj_and prep_by appos]"",""BETW_D_[nsubj amass dobj collection prep_of work rcmod contain dobj masterpiece conj_and include pobj painting conj_and sculpture prep_by zanne appos]"",""BETW_[nsubj amass dobj collection prep_of work rcmod contain dobj masterpiece conj_and include pobj painting conj_and sculpture prep_by zanne appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
22039329@11_39-22039329@11_22,22039329@11,Primitivo González del Alba-Pedro del Alba y Pardo,,0.294,"{After,the,death,of,his,father,"","",the,family,moved,close,to,the,Cathedral,to,live,with,his,mother,'s,brother,"","",Pedro,del,Alba,y,Pardo,"","",a,clergyman,who,became,Archdeacon,of,Burgos,in,1865,"","",when,Primitivo,was,sixteen,.}",39,1,22,5,5,"{num_words_between_bucket=2,""INV_BETW_D_[nsubj sixteen rcmod 1865 prep_in become rcmod clergyman appos brother appos]"",""INV_BETW_[nsubj sixteen rcmod 1865 prep_in become rcmod clergyman appos brother appos]"",""INV_BETW_L_[nsubj rcmod prep_in rcmod appos appos]""}","{-0.104993,0,0,0}"
20837215@35_41-20837215@35_24,20837215@35,Billy Dib-Yamaguchi,,0.234,"{Questions,regarding,the,decision,were,raised,after,the,fight,"","",with,some,expressing,the,belief,that,the,punch,constituted,a,foul,"","",and,thus,Yamaguchi,should,either,have,been,given,time,to,recover,"","",the,fight,declared,a,no-contest,"","",or,Dib,should,have,been,disqualified,.}",41,1,24,1,1,"{num_words_between_bucket=2,""INV_BETW_L_[conj_or nsubjpass ccomp nsubj conj_and]"",""INV_BETW_[conj_or no-contest nsubjpass disqualify ccomp declare nsubj foul conj_and]"",""INV_BETW_D_[conj_or no-contest nsubjpass disqualify ccomp declare nsubj foul conj_and]""}","{-0.104993,0,0,0}"
29434891@10_2-29434891@10_4,29434891@10,Ezra C. Dalby-Ricks,,0.112,"{In,1914,Dalby,left,Ricks,to,serve,as,the,principal,of,Teton,High,School,in,Driggs,"","",Idaho,.}",2,1,4,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[leave],WORD_SEQ_[left],""BETW_D_[nsubj leave dobj]"",""BETW_[nsubj leave dobj]""}","{0.4248,-0.273492,-0.249038,-0.00572844,-0.00572844,-0.00572844}"
38210439@17_11-38210439@17_26,38210439@17,Brandy Clark-Miranda Lambert,,0.718,"{In,2011,``,Mama,'s,Broken,Heart,'',"","",written,by,Clark,with,Shane,McAnally,-LRB-,her,frequent,collaborator,-RRB-,and,Kacey,Musgraves,"","",appeared,on,Miranda,Lambert,'s,album,Four,the,Record,.}",11,1,26,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_D_[agent write vmod Heart nsubj appear prep_on album poss]on"",""BETW_[agent write vmod Heart nsubj appear prep_on album poss]on"",""BETW_L_[agent vmod nsubj prep_on poss]on""}","{1.97439,0.845584,-0.104993,0,0,0}"
13884699@14_0-13884699@14_5,13884699@14,Pete Hoffman-Steve Roper,,0.172,"{Hoffman,gave,the,postwar,``,Steve,Roper,'',the,more,serious,"","",consistent,look,it,needed,as,it,settled,into,a,modern,urban,setting,.}",0,1,5,2,2,"{people_between_bucket=0,NGRAM_1_[give],""BETW_L_[nsubj iobj]"",num_words_between_bucket=0,""BETW_D_[nsubj give iobj]"",""BETW_[nsubj give iobj]""}","{0.4248,-0.399547,-0.137778,0.0050051,-0.00241396,-0.00241396}"
8471312@2_5-8471312@2_21,8471312@2,Trevor Sather-Richard Bracewell,,0.272,"{Along,with,Sacha,Tarter,"","",Sather,co-wrote,and,co-starred,in,the,2006,British,movie,``,The,Gigolos,'',"","",directed,by,Richard,Bracewell,.}",5,1,21,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[co-star],num_words_between_bucket=2,NGRAM_1_[2006],NGRAM_1_[british]}","{0.845584,0.4248,-0.185756,-0.104993,-0.0976174,-0.0751843}"
2333971@59_6-2333971@59_18,2333971@59,Gaddar-Marri Chenna Reddy,,0.482,"{After,four-and-a-half,years,of,exile,"","",Gaddar,emerged,from,hiding,when,the,then,Congress,government,led,by,Dr,Marri,Chenna,Reddy,adopted,a,`,liberal,attitude,',towards,the,Naxalites,.}",6,1,18,3,3,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[government],num_words_between_bucket=2,NGRAM_1_[lead],NGRAM_1_[hide]}","{0.845584,0.4248,-0.107111,-0.104993,-0.0348694,-0.0347615}"
5059130@57_3-5059130@57_17,5059130@57,Hornswoggle-Hulk Hogan,,0.318,"{In,addition,"","",Hornswoggle,also,faced,Khali,on,the,15th,Anniversary,of,``,Raw,'',"","",but,Hulk,Hogan,made,a,surprise,return,in,a,one,night,appearance,to,come,to,Hornswoggle,'s,aid,.}",3,1,17,2,2,"{people_between_bucket=1,""BETW_L_[nsubj conj_but nsubj]"",num_words_between_bucket=2,""BETW_[nsubj face conj_but make nsubj]"",""BETW_D_[nsubj face conj_but make nsubj]""}","{1.18556,-0.322618,-0.104993,0,0}"
8417847@14_0-8417847@14_2,8417847@14,Benjamin G. Wilkinson-Westcott,,0.194,"{Wilkinson,criticized,Westcott,and,Hort,"","",believing,they,made,changes,to,the,text,used,in,translation,.}",0,1,2,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[criticize],num_words_between_bucket=0,WORD_SEQ_[criticized],""BETW_[nsubj criticize dobj]""}","{0.4248,-0.273492,-0.0465502,0.0050051,0,0}"
640293@102_0-640293@102_9,640293@102,Mancow Muller-Mark,,0.008,"{Muller,is,a,business,partner,with,his,older,brother,Mark,in,``,Max,Motors,'',a,car,dealership,about,65,miles,south,of,Kansas,City,"","",Missouri,in,the,small,town,of,Butler,as,well,as,several,other,business,enterprises,.}",0,1,9,1,1,"{people_between_bucket=0,NGRAM_1_[brother],""NGRAM_2_[older brother]"",""BETW_L_[nsubj prep_with]"",num_words_between_bucket=1,NGRAM_1_[partner]}","{0.4248,0.251234,0.150983,-0.110447,-0.109778,-0.0744503}"
21758740@100_0-21758740@100_4,21758740@100,Khosrow Bagheri-Mabanie,,0.378,"{Bagheri,"","",Khosrow,"","",Mabanie,falsafie,Feminism,"","",-LRB-,Philosophical,foundations,of,Feminism,-RRB-,"","",Tehran,:,Vezarate,Oloum,Publications,"","",2004,.}",0,1,4,1,1,"{people_between_bucket=1,""BETW_L_[appos appos nn]"",num_words_between_bucket=0,""BETW_[appos Khosrow appos Feminism nn]"",""BETW_D_[appos Khosrow appos Feminism nn]""}","{1.18556,-0.0455325,0.0050051,0,0}"
1359852@13_18-1359852@13_26,1359852@13,Chanté Moore-Tracy E. Hopkins,,0.342,"{The,song,"","",which,featured,harmonic,vocalisations,and,no,actual,words,"","",was,acclaimed,by,critics,for,demonstrating,Moore,'s,vocal,range,"","",with,music,reviewer,Tracy,E.,Hopkins,at,Barnes,and,Noble,remarking,that,it,``,showcases,Moore,'s,Minnie,Riperton,reminiscent,pipes,'',.}",18,1,26,3,3,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_['s],num_words_between_bucket=1,NGRAM_1_[vocal],NGRAM_1_[music]}","{0.845584,0.4248,-0.275959,-0.109778,0.0555165,0.0250498}"
